,complete,error,sol,sub_data,u,u_nom
152,False,False,"[[2.1049051e+00]
 [9.8371252e-02]
 [1.2839754e-04]]","{'bfs': Array([2.6792795e-34, 4.5326364e-04, 1.1999611e-30], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([16.821417], dtype=float32), 'violated': Array(False, dtype=bool)}",[2.1049051  0.09837125],[0. 0. 0.]
153,False,False,"[[ 2.1236634e+00]
 [-2.0496825e-02]
 [ 1.3042201e-04]]","{'bfs': Array([2.0369445e-33, 5.2460446e-04, 1.2539270e-30], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([16.559925], dtype=float32), 'violated': Array(False, dtype=bool)}",[ 2.1236634  -0.02049682],[0. 0. 0.]
154,False,False,"[[2.1284060e+00]
 [8.1410274e-02]
 [1.3119081e-04]]","{'bfs': Array([1.1107508e-33, 5.9756276e-04, 3.4062652e-30], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([16.463535], dtype=float32), 'violated': Array(False, dtype=bool)}",[2.128406   0.08141027],[0. 0. 0.]
155,False,False,"[[2.1184790e+00]
 [2.4382764e-01]
 [1.3149288e-04]]","{'bfs': Array([2.8272072e-34, 6.6609751e-04, 1.1666553e-29], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([16.424952], dtype=float32), 'violated': Array(False, dtype=bool)}",[2.118479   0.24382764],[0. 0. 0.]
156,False,False,"[[2.1441023e+00]
 [1.4342155e-01]
 [1.3352610e-04]]","{'bfs': Array([1.6888926e-33, 7.7544083e-04, 1.3530135e-29], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([16.1746], dtype=float32), 'violated': Array(False, dtype=bool)}",[2.1441023  0.14342155],[0. 0. 0.]
157,False,False,"[[2.15784431e+00]
 [1.23853706e-01]
 [1.35093156e-04]]","{'bfs': Array([3.8760435e-33, 8.8922877e-04, 2.1756450e-29], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([15.989245], dtype=float32), 'violated': Array(False, dtype=bool)}",[2.1578443  0.12385371],[0. 0. 0.]
158,False,False,"[[2.1665099e+00]
 [1.4857914e-01]
 [1.3636160e-04]]","{'bfs': Array([5.3221495e-33, 1.0124976e-03, 4.1859618e-29], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([15.837882], dtype=float32), 'violated': Array(False, dtype=bool)}",[2.1665099  0.14857914],[0. 0. 0.]
159,False,False,"[[2.1859577e+00]
 [7.6374963e-02]
 [1.3834369e-04]]","{'bfs': Array([2.2351766e-32, 1.1686451e-03, 5.4510745e-29], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([15.613326], dtype=float32), 'violated': Array(False, dtype=bool)}",[2.1859577  0.07637496],[0. 0. 0.]
160,False,False,"[[2.1993988e+00]
 [5.8555141e-02]
 [1.3997297e-04]]","{'bfs': Array([5.0640208e-32, 1.3385287e-03, 8.8413540e-29], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([15.428859], dtype=float32), 'violated': Array(False, dtype=bool)}",[2.1993988  0.05855514],[0. 0. 0.]
161,False,False,"[[ 2.2163343e+00]
 [-1.9667892e-02]
 [ 1.4207576e-04]]","{'bfs': Array([2.2384459e-31, 1.5406606e-03, 1.1258421e-28], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([15.202907], dtype=float32), 'violated': Array(False, dtype=bool)}",[ 2.2163343  -0.01966789],[0. 0. 0.]
162,False,False,"[[2.22001147e+00]
 [1.08146705e-01]
 [1.42844830e-04]]","{'bfs': Array([1.0272697e-31, 1.7374725e-03, 3.2679882e-28], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([15.118397], dtype=float32), 'violated': Array(False, dtype=bool)}",[2.2200115 0.1081467],[0. 0. 0.]
163,False,False,"[[2.2340798e+00]
 [9.3950436e-02]
 [1.4457322e-04]]","{'bfs': Array([2.2087917e-31, 1.9863518e-03, 5.4132594e-28], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([14.937459], dtype=float32), 'violated': Array(False, dtype=bool)}",[2.2340798  0.09395044],[0. 0. 0.]
164,False,False,"[[2.2464077e+00]
 [1.0011137e-01]
 [1.4620456e-04]]","{'bfs': Array([3.8168283e-31, 2.2635309e-03, 9.7000039e-28], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([14.770645], dtype=float32), 'violated': Array(False, dtype=bool)}",[2.2464077  0.10011137],[0. 0. 0.]
165,False,False,"[[2.2606034e+00]
 [8.9010201e-02]
 [1.4799307e-04]]","{'bfs': Array([7.9502209e-31, 2.5842914e-03, 1.6277636e-27], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([14.591915], dtype=float32), 'violated': Array(False, dtype=bool)}",[2.2606034 0.0890102],[0. 0. 0.]
166,False,False,"[[2.2684672e+00]
 [1.4153244e-01]
 [1.4940460e-04]]","{'bfs': Array([8.4344108e-31, 2.9202313e-03, 3.4680644e-27], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([14.457042], dtype=float32), 'violated': Array(False, dtype=bool)}",[2.2684672  0.14153244],[0. 0. 0.]
167,False,False,"[[ 2.2955592e+00]
 [-3.8658991e-02]
 [ 1.5239732e-04]]","{'bfs': Array([1.0154809e-29, 3.3986638e-03, 3.0867380e-27], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([14.168573], dtype=float32), 'violated': Array(False, dtype=bool)}",[ 2.2955592  -0.03865899],[0. 0. 0.]
168,False,False,"[[2.3061271e+00]
 [3.3016592e-02]
 [1.5383850e-04]]","{'bfs': Array([9.238796e-30, 3.848973e-03, 7.092510e-27], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([14.039765], dtype=float32), 'violated': Array(False, dtype=bool)}",[2.306127   0.03301659],[0. 0. 0.]
169,False,False,"[[ 2.3249245e+00]
 [-7.6215155e-02]
 [ 1.5647268e-04]]","{'bfs': Array([5.176155e-29, 4.424985e-03, 8.291415e-27], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([13.801296], dtype=float32), 'violated': Array(False, dtype=bool)}",[ 2.3249245  -0.07621516],[0. 0. 0.]
170,False,False,"[[ 2.3389001e+00]
 [-4.2023353e-02]
 [ 1.5825502e-04]]","{'bfs': Array([6.9838493e-29, 5.0313254e-03, 1.6607812e-26], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([13.647377], dtype=float32), 'violated': Array(False, dtype=bool)}",[ 2.3389     -0.04202335],[0. 0. 0.]
171,False,False,"[[2.3409140e+00]
 [1.3483337e-01]
 [1.5898052e-04]]","{'bfs': Array([2.2789607e-29, 5.6020925e-03, 5.5433706e-26], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([13.583342], dtype=float32), 'violated': Array(False, dtype=bool)}",[2.340914   0.13483337],[0. 0. 0.]
172,False,False,"[[2.3153450e+00]
 [3.7245986e-01]
 [1.5904526e-04]]","{'bfs': Array([3.7695001e-30, 6.0048541e-03, 2.1916513e-25], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([13.579414], dtype=float32), 'violated': Array(False, dtype=bool)}",[2.315345   0.37245986],[0. 0. 0.]
173,False,False,"[[2.3027084e+00]
 [4.8003677e-01]
 [1.6001218e-04]]","{'bfs': Array([2.2082788e-30, 6.5361504e-03, 5.4313872e-25], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([13.497545], dtype=float32), 'violated': Array(False, dtype=bool)}",[2.3027084  0.48003677],[0. 0. 0.]
174,False,False,"[[2.3767974e+00]
 [1.9672380e-01]
 [1.6448225e-04]]","{'bfs': Array([6.8530552e-29, 7.9982560e-03, 3.7352278e-25], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([13.129979], dtype=float32), 'violated': Array(False, dtype=bool)}",[2.3767974 0.1967238],[0. 0. 0.]
175,False,False,"[[2.3892882e+00]
 [2.1722768e-01]
 [1.6645674e-04]]","{'bfs': Array([1.0525433e-28, 9.0068085e-03, 6.9497393e-25], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([12.974234], dtype=float32), 'violated': Array(False, dtype=bool)}",[2.3892882  0.21722768],[0. 0. 0.]
176,False,False,"[[2.4163873e+00]
 [1.3203350e-01]
 [1.6932483e-04]]","{'bfs': Array([4.424397e-28, 1.036024e-02, 9.133274e-25], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([12.751672], dtype=float32), 'violated': Array(False, dtype=bool)}",[2.4163873 0.1320335],[0. 0. 0.]
177,False,False,"[[2.4384058e+00]
 [7.5465865e-02]
 [1.7209187e-04]]","{'bfs': Array([1.4142470e-27, 1.1832923e-02, 1.3219214e-24], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([12.54766], dtype=float32), 'violated': Array(False, dtype=bool)}",[2.4384058  0.07546587],[0. 0. 0.]
178,False,False,"[[ 2.4630082e+00]
 [-5.7766967e-02]
 [ 1.7550640e-04]]","{'bfs': Array([8.9504297e-27, 1.3616402e-02, 1.4839648e-24], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([12.30306], dtype=float32), 'violated': Array(False, dtype=bool)}",[ 2.4630082  -0.05776697],[0. 0. 0.]
179,False,False,"[[ 2.4796128e+00]
 [-3.0755041e-02]
 [ 1.7783190e-04]]","{'bfs': Array([1.3584666e-26, 1.5381965e-02, 2.8575378e-24], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([12.143726], dtype=float32), 'violated': Array(False, dtype=bool)}",[ 2.4796128  -0.03075504],[0. 0. 0.]
180,False,False,"[[2.4958789e+00]
 [1.8050638e-03]
 [1.8010501e-04]]","{'bfs': Array([1.9561173e-26, 1.7344173e-02, 5.6147782e-24], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([11.987797], dtype=float32), 'violated': Array(False, dtype=bool)}",[2.4958789e+00 1.8050638e-03],[0. 0. 0.]
181,False,False,"[[ 2.5174508e+00]
 [-9.7428121e-02]
 [ 1.8354166e-04]]","{'bfs': Array([8.7127659e-26, 1.9814026e-02, 7.2000905e-24], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([11.765541], dtype=float32), 'violated': Array(False, dtype=bool)}",[ 2.5174508  -0.09742812],[0. 0. 0.]
182,False,False,"[[2.5303388e+00]
 [3.9224964e-02]
 [1.8517840e-04]]","{'bfs': Array([5.2582578e-26, 2.2076165e-02, 1.9817923e-23], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([11.660116], dtype=float32), 'violated': Array(False, dtype=bool)}",[2.5303388  0.03922496],[0. 0. 0.]
183,False,False,"[[2.5505128e+00]
 [1.9545730e-02]
 [1.8810415e-04]]","{'bfs': Array([1.1729901e-25, 2.4987247e-02, 3.3156379e-23], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([11.4783325], dtype=float32), 'violated': Array(False, dtype=bool)}",[2.5505128  0.01954573],[0. 0. 0.]
184,False,False,"[[ 2.5739546e+00]
 [-7.1579397e-02]
 [ 1.9173298e-04]]","{'bfs': Array([4.7089632e-25, 2.8493691e-02, 4.4461498e-23], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([11.262165], dtype=float32), 'violated': Array(False, dtype=bool)}",[ 2.5739546 -0.0715794],[0. 0. 0.]
185,False,False,"[[ 2.5947757e+00]
 [-1.2092102e-01]
 [ 1.9506656e-04]]","{'bfs': Array([1.3397660e-24, 3.2303091e-02, 6.8092454e-23], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([11.066494], dtype=float32), 'violated': Array(False, dtype=bool)}",[ 2.5947757  -0.12092102],[0. 0. 0.]
186,False,False,"[[2.6110461e+00]
 [9.9622225e-03]
 [1.9714342e-04]]","{'bfs': Array([9.0966608e-25, 3.5951931e-02, 1.8195742e-22], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([10.95255], dtype=float32), 'violated': Array(False, dtype=bool)}",[2.611046   0.00996222],[0. 0. 0.]
187,False,False,"[[2.6200593e+00]
 [1.4209987e-01]
 [1.9907716e-04]]","{'bfs': Array([6.026142e-25, 3.963510e-02, 4.801132e-22], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([10.845172], dtype=float32), 'violated': Array(False, dtype=bool)}",[2.6200593  0.14209987],[0. 0. 0.]
188,False,False,"[[2.6302755e+00]
 [2.2204457e-01]
 [2.0147364e-04]]","{'bfs': Array([5.9854762e-25, 4.3794595e-02, 1.0756431e-21], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([10.716208], dtype=float32), 'violated': Array(False, dtype=bool)}",[2.6302755  0.22204457],[0. 0. 0.]
189,False,False,"[[2.6519156e+00]
 [2.1833213e-01]
 [2.0473162e-04]]","{'bfs': Array([1.1552898e-24, 4.9127504e-02, 1.8959242e-21], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([10.545371], dtype=float32), 'violated': Array(False, dtype=bool)}",[2.6519156  0.21833213],[0. 0. 0.]
190,False,False,"[[2.6688836e+00]
 [2.4910386e-01]
 [2.0771629e-04]]","{'bfs': Array([1.7157518e-24, 5.4641016e-02, 3.6631988e-21], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([10.392093], dtype=float32), 'violated': Array(False, dtype=bool)}",[2.6688836  0.24910386],[0. 0. 0.]
191,False,False,"[[2.7113268e+00]
 [8.9114092e-02]
 [2.1275465e-04]]","{'bfs': Array([1.0916060e-23, 6.3118428e-02, 4.2104495e-21], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([10.145883], dtype=float32), 'violated': Array(False, dtype=bool)}",[2.7113268  0.08911409],[0. 0. 0.]
192,False,False,"[[ 2.7436342e+00]
 [-4.6467319e-02]
 [ 2.1768712e-04]]","{'bfs': Array([5.6537907e-23, 7.2116494e-02, 5.1643228e-21], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([9.916014], dtype=float32), 'violated': Array(False, dtype=bool)}",[ 2.7436342  -0.04646732],[0. 0. 0.]
193,False,False,"[[ 2.7675416e+00]
 [-2.5793511e-01]
 [ 2.2343484e-04]]","{'bfs': Array([4.863511e-22, 8.233799e-02, 5.103748e-21], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([9.662934], dtype=float32), 'violated': Array(False, dtype=bool)}",[ 2.7675416 -0.2579351],[0. 0. 0.]
194,False,False,"[[ 2.7952230e+00]
 [-1.8501197e-01]
 [ 2.2687158e-04]]","{'bfs': Array([5.8150681e-22, 9.1965646e-02, 1.1302358e-20], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([9.513761], dtype=float32), 'violated': Array(False, dtype=bool)}",[ 2.795223   -0.18501197],[0. 0. 0.]
195,False,False,"[[2.9294250e+00]
 [1.1099960e+00]
 [1.1382252e-03]]","{'bfs': Array([1.5326159e-21, 1.0337472e-01, 1.8107685e-20], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([9.324064], dtype=float32), 'violated': Array(False, dtype=bool)}",[2.929425 1.109996],[0. 0. 0.]
196,False,False,"[[3.3426745e+00]
 [2.5891647e+00]
 [1.9661337e-03]]","{'bfs': Array([1.33178906e-20, 1.15438446e-01, 1.61470777e-20], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([9.090798], dtype=float32), 'violated': Array(False, dtype=bool)}",[3.3426745 2.5891647],[0. 0. 0.]
197,False,False,"[[3.6215675e+00]
 [4.2528381e+00]
 [3.0314627e-03]]","{'bfs': Array([1.9863820e-20, 1.2808727e-01, 3.0824307e-20], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([8.940262], dtype=float32), 'violated': Array(False, dtype=bool)}",[3.6215675 4.252838 ],[0. 0. 0.]
198,False,False,"[[3.8171515e+00]
 [6.3108587e+00]
 [4.6883039e-03]]","{'bfs': Array([1.9267515e-20, 1.4143400e-01, 6.9888380e-20], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([8.81232], dtype=float32), 'violated': Array(False, dtype=bool)}",[3.8171515 6.3108587],[0. 0. 0.]
199,False,False,"[[4.4173627e+00]
 [5.7015619e+00]
 [3.7828323e-03]]","{'bfs': Array([1.3959167e-19, 1.5225144e-01, 5.2791358e-20], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([8.629779], dtype=float32), 'violated': Array(False, dtype=bool)}",[4.4173627 5.701562 ],[0. 0. 0.]
200,False,False,"[[4.9071431e+00]
 [5.1635776e+00]
 [3.2583072e-03]]","{'bfs': Array([9.1604483e-19, 1.6318235e-01, 4.3635542e-20], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([8.4478], dtype=float32), 'violated': Array(False, dtype=bool)}",[4.907143  5.1635776],[0. 0. 0.]
201,False,False,"[[5.2934799e+00]
 [4.2240453e+00]
 [2.6790076e-03]]","{'bfs': Array([8.5231863e-18, 1.7133057e-01, 2.9897716e-20], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([8.261723], dtype=float32), 'violated': Array(False, dtype=bool)}",[5.29348   4.2240453],[0. 0. 0.]
202,False,False,"[[5.6246133e+00]
 [3.8433132e+00]
 [2.5050426e-03]]","{'bfs': Array([4.8635236e-17, 1.8306193e-01, 2.9441607e-20], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([8.074357], dtype=float32), 'violated': Array(False, dtype=bool)}",[5.6246133 3.8433132],[0. 0. 0.]
203,False,False,"[[6.0416317e+00]
 [4.4876657e+00]
 [2.8177316e-03]]","{'bfs': Array([1.00111784e-16, 2.07334578e-01, 5.98151943e-20], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([7.8800178], dtype=float32), 'violated': Array(False, dtype=bool)}",[6.0416317 4.4876657],[0. 0. 0.]
204,False,False,"[[6.2443542e+00]
 [3.6043618e+00]
 [2.4670719e-03]]","{'bfs': Array([7.5342998e-16, 2.1507044e-01, 4.7945114e-20], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([7.7014174], dtype=float32), 'violated': Array(False, dtype=bool)}",[6.2443542 3.6043618],[0. 0. 0.]
205,False,False,"[[6.5345006e+00]
 [3.5907936e+00]
 [2.4954842e-03]]","{'bfs': Array([2.5517782e-15, 2.3583126e-01, 7.1508627e-20], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([7.5076637], dtype=float32), 'violated': Array(False, dtype=bool)}",[6.5345006 3.5907936],[0. 0. 0.]
206,False,False,"[[6.1896572e+00]
 [1.4604969e+00]
 [1.8402444e-03]]","{'bfs': Array([7.4254113e-14, 2.0834118e-01, 1.8773284e-20], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([7.387283], dtype=float32), 'violated': Array(False, dtype=bool)}",[6.189657  1.4604969],[0. 0. 0.]
207,False,False,"[[6.6417832e+00]
 [2.0361226e+00]
 [2.0496433e-03]]","{'bfs': Array([1.3718279e-13, 2.4584500e-01, 5.2888917e-20], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([7.1531563], dtype=float32), 'violated': Array(False, dtype=bool)}",[6.641783  2.0361226],[0. 0. 0.]
208,False,False,"[[7.0285358e+00]
 [2.6068857e+00]
 [2.2528030e-03]]","{'bfs': Array([2.4190209e-13, 2.9001951e-01, 1.5326292e-19], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([6.9200606], dtype=float32), 'violated': Array(False, dtype=bool)}",[7.028536  2.6068857],[0. 0. 0.]
209,False,False,"[[7.0028620e+00]
 [1.8035419e+00]
 [2.0657924e-03]]","{'bfs': Array([1.6647606e-12, 2.9019409e-01, 1.3291302e-19], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([6.756659], dtype=float32), 'violated': Array(False, dtype=bool)}",[7.002862  1.8035419],[0. 0. 0.]
210,False,False,"[[7.0649114e+00]
 [1.4407043e+00]
 [2.0079897e-03]]","{'bfs': Array([7.3944392e-12, 3.0417475e-01, 1.7307507e-19], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([6.571831], dtype=float32), 'violated': Array(False, dtype=bool)}",[7.0649114 1.4407043],[0. 0. 0.]
211,False,False,"[[7.3590527e+00]
 [1.8513660e+00]
 [2.1322283e-03]]","{'bfs': Array([1.3954484e-11, 3.5790181e-01, 5.1341570e-19], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([6.3315454], dtype=float32), 'violated': Array(False, dtype=bool)}",[7.3590527 1.851366 ],[0. 0. 0.]
212,False,False,"[[7.101858e+00]
 [6.821613e-01]
 [1.901921e-03]]","{'bfs': Array([1.3800759e-10, 3.2568419e-01, 2.8951469e-19], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([6.22021], dtype=float32), 'violated': Array(False, dtype=bool)}",[7.101858  0.6821613],[0. 0. 0.]
213,False,False,"[[7.2515702e+00]
 [7.0374179e-01]
 [1.9299795e-03]]","{'bfs': Array([3.8427719e-10, 3.6050537e-01, 6.0971250e-19], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([6.006175], dtype=float32), 'violated': Array(False, dtype=bool)}",[7.25157   0.7037418],[0. 0. 0.]
214,False,False,"[[7.4012198e+00]
 [7.8120250e-01]
 [1.9626473e-03]]","{'bfs': Array([9.6526054e-10, 4.0420368e-01, 1.4320437e-18], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([5.78485], dtype=float32), 'violated': Array(False, dtype=bool)}",[7.40122   0.7812025],[0. 0. 0.]
215,False,False,"[[7.4120164e+00]
 [5.0685674e-01]
 [1.9308620e-03]]","{'bfs': Array([3.4377223e-09, 4.2226455e-01, 2.2660394e-18], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([5.602627], dtype=float32), 'violated': Array(False, dtype=bool)}",[7.4120164  0.50685674],[0. 0. 0.]
216,False,False,"[[7.4597883e+00]
 [3.7687802e-01]
 [1.9219249e-03]]","{'bfs': Array([1.0199719e-08, 4.5288968e-01, 4.3699220e-18], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([5.4055896], dtype=float32), 'violated': Array(False, dtype=bool)}",[7.4597883  0.37687802],[0. 0. 0.]
217,False,False,"[[7.4605079e+00]
 [1.4616063e-01]
 [1.8977906e-03]]","{'bfs': Array([3.2794546e-08, 4.7351533e-01, 7.5575795e-18], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([5.223553], dtype=float32), 'violated': Array(False, dtype=bool)}",[7.460508   0.14616063],[0. 0. 0.]
218,False,False,"[[ 7.4102087e+00]
 [-1.9458726e-01]
 [ 1.8617208e-03]]","{'bfs': Array([1.1642232e-07, 4.7897774e-01, 1.1353020e-17], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([5.0614843], dtype=float32), 'violated': Array(False, dtype=bool)}",[ 7.4102087  -0.19458726],[0. 0. 0.]
219,False,False,"[[ 6.9960032e+00]
 [-1.2488395e+00]
 [ 1.7551725e-03]]","{'bfs': Array([9.2888286e-07, 3.8748115e-01, 5.5597845e-18], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([5.0374513], dtype=float32), 'violated': Array(False, dtype=bool)}",[ 6.996003  -1.2488395],[0. 0. 0.]
220,False,False,"[[ 6.7923174e+00]
 [-1.7152513e+00]
 [ 1.7198600e-03]]","{'bfs': Array([3.8584417e-06, 3.5871011e-01, 6.1899315e-18], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([4.9306493], dtype=float32), 'violated': Array(False, dtype=bool)}",[ 6.7923174 -1.7152513],[0. 0. 0.]
221,False,False,"[[ 6.5342193e+00]
 [-2.1888778e+00]
 [ 1.6868615e-03]]","{'bfs': Array([1.5780342e-05, 3.2386985e-01, 6.6021809e-18], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([4.8407855], dtype=float32), 'violated': Array(False, dtype=bool)}",[ 6.5342193 -2.1888778],[0. 0. 0.]
222,False,False,"[[ 6.8598566e+00]
 [-1.8815922e+00]
 [ 1.7325333e-03]]","{'bfs': Array([2.4585923e-05, 3.9535508e-01, 3.1507938e-17], dtype=float32), 'complete': Array(False, dtype=bool), 'lfs': Array([17.285547], dtype=float32), 'lfs_nom': Array([4.555519], dtype=float32), 'violated': Array(False, dtype=bool)}",[ 6.8598566 -1.8815922],[0. 0. 0.]
